TEMPLATE_ID,SUBJECT_ID,FILENAME,SIGHTING_ID,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_X,NOSE_Y,FRAME_NUM
5,8,img/5046.jpg,8299,1589.3374,190.434,154.5159,187.9246,1642,287.3,1689.5,278,1671.15384615385,317.692307692308,NaN
5,8,img/2878.JPG,3332,448.3672,29.2615,214.0089,271.514,474.777777777778,158.555555555556,538.222222222222,138.888888888889,504.692307692308,200.846153846154,NaN
5,8,img/4473.jpg,4130,351.4166,103.1249,28.1669,30.9172,374.25,121.25,NaN,NaN,375.7,126.5,NaN
5,8,img/1476.jpg,4705,876.1848,403.135,175.5269,235.1848,925.090909090909,526.636363636364,984.545454545455,512.909090909091,953.909090909091,564.363636363636,NaN
5,8,img/1066.jpg,2328,1625.9643,794.0502,539.8768,754.8946,1800.55555555556,1211.44444444444,1986.8,1210.7,1896.84615384615,1358.76923076923,NaN
5,8,img/1613.jpg,11151,1676.1324,219.1768,158.8253,195.6039,1731.4,311,1779.27272727273,303.090909090909,1758.23076923077,339.307692307692,NaN
5,8,img/2779.jpg,3129,1652.3808,135.0225,169.3115,201.25,1708.5,237.7,1761.1,229.7,1737.91666666667,267.25,NaN
5,8,img/79455.jpg,38388,187.7856,21.4285,69.0002,82.2857,NaN,NaN,208.75,58.25,194.6,71,NaN
5,8,img/3069.jpg,1702,683.7322,288.3915,216.5304,262.0979,745,404.333333333333,817.1,401.5,776.545454545455,445,NaN
5,8,img/4516.jpg,2713,167.6514,91.4878,49.8691,56.5721,206.333333333333,124,NaN,NaN,213,131.333333333333,NaN
5,8,img/868.jpg,65,338.4481,344.2074,74.1722,76.7926,NaN,NaN,NaN,NaN,344.7,392.6,NaN
5,8,img/3972.jpg,7266,1430.1151,179.3417,170.5692,189.3376,1484.3,271,1534,262.181818181818,1510.41666666667,300.666666666667,NaN
5,8,img/616.jpg,10959,3349.7478,262.4815,550.5383,565.8849,3458.57142857143,517.142857142857,3528.36363636364,524.818181818182,3447.66666666667,620.416666666667,NaN
5,8,img/5038.jpg,1589,689.3434,105.346,118.9782,165.9498,711.125,205.125,750.5,198.9,730.916666666667,236.833333333333,NaN
5,8,img/3997.jpg,10149,2158.3612,542.5695,479.2575,645.7914,2241.1,901,2387.9,893.5,2301.36363636364,1007.90909090909,NaN
5,8,img/62077.jpg,34977,1649.3413,122.6299,158.1796,196.3451,1690,221.333333333333,1742.8,212.2,1717.2,251.8,NaN
5,8,img/3411.jpg,3487,329.8426,167.2507,48.6161,58.5198,363,198.666666666667,374.4,194.85,373.615384615385,206.846153846154,NaN
5,8,img/78001.jpg,37984,175.7305,37.4769,201.2021,235.7252,243.8,137.6,312.2,137.8,277.6,180.6,NaN
5,8,img/2778.jpg,9112,243.4117,80.3791,58.1597,69.2277,261.5,114.4,280.1,112.4,271.384615384615,126.461538461538,NaN
5,8,img/457.jpg,3113,1890.473,741.9167,58.661,77.1864,1911.42857142857,779.857142857143,1932.22222222222,780.444444444444,1921.58333333333,794.75,NaN
5,8,img/2647.jpg,2078,1584.2726,258.8052,271.0589,340.7362,1699.81818181818,415.727272727273,1784.25,420.5,1742,479.230769230769,NaN
5,8,img/240.jpg,2326,944.4709,775.0077,367.3018,541.5612,1006.53846153846,1063,1108.09090909091,1046,1054.92307692308,1152,NaN
5,8,img/3237.jpg,1631,1642.1094,199.7261,154.0139,190.6983,1687.09090909091,297.090909090909,1736.1,286.1,1713.46153846154,323.615384615385,NaN
5,8,img/3144.jpg,9117,360.1793,50.8967,67.231,79.5136,NaN,NaN,374.111111111111,94.7777777777778,366.769230769231,106.769230769231,NaN
5,8,img/4074.jpg,142,2208.6536,1018.1658,159.607,204.3759,2233.93333333333,1125.33333333333,2278.75,1130.91666666667,2246.30769230769,1166.15384615385,NaN
5,8,img/5159.jpg,2415,1542.7337,146.0108,154.7169,187.1947,1584.9,241.2,1636.4,226.7,1616.75,269.583333333333,NaN
5,8,img/1183.jpg,2189,1612,159.4143,155.3629,189.757,1657.22222222222,255.111111111111,1708.73333333333,245.6,1685.61538461538,286.538461538462,NaN
5,8,img/4566.jpg,7884,200.443,58.8241,47.8275,55.3674,NaN,NaN,216.5,94.375,209.333333333333,100.416666666667,NaN
5,8,img/3916.jpg,4690,1125.6852,697.7081,235.995,259.4674,1241.44444444444,846.777777777778,1303.5,814.7,1299.58333333333,881,NaN
5,8,img/780.jpg,1798,2768.3955,331.4069,428.5961,502.0689,NaN,NaN,2870.41666666667,568.416666666667,2831.18181818182,671,NaN
5,8,img/60017.jpg,34452,147.3682,5.1982,139.2139,187.4002,249.8,95.8,NaN,NaN,272.6,126,NaN
5,8,img/5090.jpg,3692,1174.6377,274.4043,228.8707,284.5227,NaN,NaN,1222,427,1202.61538461538,478.076923076923,NaN
5,8,img/2523.jpg,4617,349.8981,94.4995,25.5674,34.3858,353.085,109.76,442.72,129.08,354.916666666667,117.333333333333,NaN
5,8,img/1406.jpg,10968,1161.0559,681.5187,197.3434,262.8116,1238.9,821.8,1301.81818181818,815.545454545455,1272.38461538462,867.461538461538,NaN
5,8,img/4942.jpg,11096,1664.9833,180.1701,149.9515,194.5792,1713.18181818182,283.363636363636,1763.2,272,1742.46153846154,311.615384615385,NaN
6,9,img/4114.jpg,521,83.0561,26.8754,224.9744,322.9531,127.5,168,222.428571428571,166,163.461538461538,228.307692307692,NaN
6,9,img/593.jpg,525,129.2484,59.1278,148.1361,200.9625,151,182.166666666667,193.428571428571,177.142857142857,175.384615384615,214.538461538462,NaN
7,10,img/4794.jpg,7260,378.0643,64.9106,58.3125,67.2415,NaN,NaN,393.1,102.1,386.818181818182,116.181818181818,NaN
7,10,img/190.jpeg,2276,230.4816,149.8781,39.4283,49.3707,262.25,177.125,NaN,NaN,265.181818181818,187.818181818182,NaN
7,10,img/3904.jpg,9755,62.3603,124.0819,39.8994,58.1777,87.2727272727273,156.454545454545,98.7,158.1,93.1666666666667,168.666666666667,NaN
7,10,img/431.jpg,10888,88.0006,143.6912,36.7159,45.8479,111.9,167.5,120.909090909091,169.636363636364,116.25,177.75,NaN
7,10,img/37.jpg,6163,40.5751,8.7124,119.442,134.9278,142.2,80.6,NaN,NaN,152.916666666667,110.333333333333,NaN
7,10,img/3817.jpg,2173,288.1125,3.513,88.9429,116.2154,303.5,63.2,330.9,61.2,315.5,86.9166666666667,NaN
7,10,img/2767.jpg,7659,236,102.9448,42.4724,62.9448,257.866666666667,142.933333333333,269.888888888889,142.555555555556,265.461538461538,153.538461538462,NaN
7,10,img/2046.jpg,10076,328.0277,10.8574,72.5393,90.1729,NaN,NaN,347.4,68,341.8,82.9,NaN
7,10,img/409.jpg,68,295.6297,96.5575,92.2537,111.8898,310.7,159.6,332.1,160.9,317.583333333333,185.333333333333,NaN
7,10,img/4556.jpg,4923,332.7279,11.7148,77.1922,92.1742,NaN,NaN,349.1,69.5,350,87.1666666666667,NaN
7,10,img/2479.jpg,2152,304.722,78.6554,30.0654,36.6731,317.6,97,325.125,97,321.846153846154,104.230769230769,NaN
7,10,img/2463.jpg,10343,351.0998,69.7488,44.9786,54.6529,NaN,NaN,362.3,100.17,356.69,112.41,NaN
7,10,img/61293.jpg,34835,194.7233,79.1057,96.9117,109.4338,NaN,NaN,NaN,NaN,208,159.8,NaN
7,10,img/2776.jpg,10077,143.271,51.1323,54.8276,72.8175,183.636363636364,95.7272727272727,NaN,NaN,187.846153846154,110.076923076923,NaN
7,10,img/4724.jpeg,2392,455.8139,111.3616,76.0194,91.2262,467,163,481,162.777777777778,470.769230769231,181.230769230769,NaN
7,10,img/2836.jpg,6208,381.0155,48.2398,66.0189,75.1,394.888888888889,77.6666666666667,415.5,81.8,394.384615384615,95,NaN
7,10,img/886.jpg,10068,144.4797,46.8463,86.0141,107.0202,213,108.545454545455,NaN,NaN,217.7,129.9,NaN
7,10,img/4007.jpg,6215,164.2823,58.0388,63.5883,77.3577,208.588235294118,98.8823529411765,223.444444444444,99.7777777777778,218.923076923077,115.230769230769,NaN
7,10,img/1226.jpeg,7864,231.1084,33.8026,44.4687,58.2126,250.818181818182,64.0909090909091,264.8,65.5,257.538461538462,75.3076923076923,NaN
7,10,img/1865.jpeg,170,58.698,69.2666,47.9497,59.1793,95.2,99.9,NaN,NaN,101.846153846154,112.846153846154,NaN
7,10,img/3769.jpg,9754,287.321,86.7677,67.6659,71.3848,NaN,NaN,301.8,125.3,296.538461538462,138.769230769231,NaN
7,10,img/658.jpg,6248,234.283,140.7828,32.4399,39.2172,247.333333333333,161.333333333333,257.909090909091,161.090909090909,252.692307692308,169.461538461538,NaN
7,10,img/3262.jpg,7650,323.5,5.7695,109.5716,126.5864,NaN,NaN,343.9,76,336.416666666667,99.9166666666667,NaN
7,10,img/773.jpg,337,39.8591,18.4284,31.8933,43.8806,52.5,45,62.4,44.8,57.7692307692308,53.4615384615385,NaN
7,10,img/4918.jpg,6209,420.4284,46.003,50.6639,52.5101,NaN,NaN,435.6,77.9,430.4375,86.75,NaN
7,10,img/841.jpg,1785,100.5637,190.731,31.989,38.4253,125.7,209.3,NaN,NaN,128.6,217.5,NaN
7,10,img/4615.jpg,10883,17.2344,74.3553,66.2798,85.8167,67.6,120.6,NaN,NaN,68.8461538461538,142.384615384615,NaN
7,10,img/3210.jpg,2139,197.1805,108.8246,74.4762,97.9465,225.5,170.125,246.272727272727,174.818181818182,233.153846153846,190.076923076923,NaN
7,10,img/2028.jpg,8375,293.0666,11.5003,96.1764,122.8663,350.363636363636,76.1818181818182,377.9,75.5,367,102.538461538462,NaN
7,10,img/3185.jpg,2169,327.0521,31.667,79.6013,99.6368,NaN,NaN,344.4,93.9,344.846153846154,111.615384615385,NaN
7,10,img/3715.jpg,3431,1044.8106,280.9815,46.7527,50.291,1052.5,308.7,1063.88888888889,308.555555555556,1055.63636363636,318.636363636364,NaN
7,10,img/479.jpg,10508,227.6465,57.4941,28.4842,36.4119,242.6,74.9,251.555555555556,76.1111111111111,247.090909090909,82.9090909090909,NaN
7,10,img/3057.jpg,11046,249.6136,29.8781,65.0567,74.5011,NaN,NaN,259.888888888889,69.6666666666667,254.916666666667,84,NaN
8,11,img/3830.jpg,3378,241.4627,82.1376,49.4134,66.7705,262.9,114.4,279,116.3,272.538461538462,127,NaN
8,11,img/5129.jpg,6159,432.9946,58.172,66.9544,97.7892,450.888888888889,117.222222222222,471.777777777778,117.888888888889,460.153846153846,133.615384615385,NaN
8,11,img/2981.jpg,914,62,24,136,189,78,110,117,119,89.5,152,NaN
8,11,img/1880.JPG,2448,1219.597,96.5554,269.4179,338.7524,1301.55555555556,261.111111111111,1385.6,255.9,1342.92307692308,317.846153846154,NaN
8,11,img/4541.jpg,2389,44.4971,4.5412,66.9665,81.6241,101.333333333333,51.2222222222222,NaN,NaN,105.375,64,NaN
8,11,img/4488.jpg,2451,301.2934,27.9151,41.6361,50.0265,307.444444444444,56.2222222222222,315.375,56.625,309.090909090909,63.8181818181818,NaN
8,11,img/365.jpg,913,673.2714,195.1014,346.9165,391.9908,942.25,420,998.25,414.416666666667,997.416666666667,492.416666666667,NaN
8,11,img/2246.jpg,917,125.911,34.6234,52.9921,62.4883,138.666666666667,71.6666666666667,148.555555555556,70.5555555555556,143.230769230769,80.2307692307692,NaN
8,11,img/702.jpg,6154,341,68.3922,47.8137,55.2059,NaN,NaN,354.090909090909,93.3636363636364,346.307692307692,102.461538461538,NaN
9,12,img/1052.jpg,74,289.6377,17.391,114.4089,126.9619,NaN,NaN,310.285714285714,85.1428571428571,305.076923076923,110.461538461538,NaN
9,12,img/1857.jpg,3296,170.9364,576.0293,168.0184,208.634,261.6,671.6,313.166666666667,680.666666666667,290.333333333333,715.083333333333,NaN
9,12,img/1791.jpeg,72,64.2489,24.343,65.6605,76.8579,117.6,62.2,NaN,NaN,126.75,76.5833333333333,NaN
9,12,img/4297.jpg,79,2130.1068,1429.6403,202.7494,222.4034,2160.25,1535,2209.28571428571,1536.42857142857,2169.42857142857,1577.14285714286,NaN
10,13,img/3568.jpg,6004,330.5136,49.1873,57.4815,77.555,360.7,85.8,381.1,86.5,372.083333333333,98.75,NaN
10,13,img/78.jpg,6271,386.2846,40.1111,54.6067,66.0023,393.454545454545,72.8181818181818,406.3,72.6,396.307692307692,84,NaN
10,13,img/4866.jpg,2813,231.9918,74.9606,37.6581,47.5108,238.090909090909,98.4545454545455,248.9,100,240.846153846154,106.692307692308,NaN
10,13,img/1841.jpg,5972,117.8729,85.3425,39.0086,42.6721,149.111111111111,107.888888888889,NaN,NaN,154.111111111111,113.888888888889,NaN
10,13,img/2331.jpg,1507,254.6856,199.7396,26.7111,32.6018,277.428571428571,218.714285714286,NaN,NaN,278.75,223.833333333333,NaN
10,13,img/3105.jpeg,5912,248.4057,30.0185,53.9279,76.6024,269.7,67.7,290.090909090909,67.4545454545455,281,79.5714285714286,NaN
10,13,img/3591.jpg,78,32.0182,15.5213,112,164.497,85.8,101.1,127.9,100.9,111.153846153846,132.923076923077,NaN
10,13,img/2523.jpg,4622,427.3583,110.9,29.5,39.5,433.44,128.44,442.4,129.08,436.5,135.625,NaN
10,13,img/1013.jpg,5861,59.0583,158.2739,65.0964,67.8648,108.7,193,NaN,NaN,116.923076923077,202.692307692308,NaN
10,13,img/4997.jpeg,5922,307.7391,92.711,63.4149,87.2035,346.2,139.3,366.4,140.7,357.615384615385,154.538461538462,NaN
10,13,img/333.jpg,3606,39.4657,170.2429,91.393,117.2471,59.5,229.4,90.5,222.3,73,244.153846153846,NaN
11,14,img/2959.jpg,143,354.5354,52.8567,72.2293,83.0783,407.4,89.8,421.6,90.6,419.076923076923,103.461538461538,NaN
11,14,img/520.jpg,118,187.5401,269.6015,38.3844,46.4211,202.7,291.6,214.75,290.916666666667,208.615384615385,299.307692307692,NaN
11,14,img/4463.jpg,2943,306.5939,67.5295,33.9356,38.8211,321.2,85.5,330.1,84.3,325.833333333333,91.5,NaN
11,14,img/2728.jpg,4614,251.1279,184.2424,43.8552,58.7243,264.2,213.9,279.2,213.2,271.307692307692,222.538461538462,NaN
11,14,img/5019.jpg,4655,412.6885,68.3913,45.3448,53.5975,430.5,96.1,442.8125,97.0625,435.461538461538,106.076923076923,NaN
11,14,img/3325.jpg,2840,960.4923,632.8176,63.2911,71.77,NaN,NaN,979.909090909091,669.818181818182,972.692307692308,682.461538461538,NaN
11,14,img/3832.jpg,2641,238.241,31.4091,51.3684,55.7198,NaN,NaN,245.875,60.5,244.2,70.9,NaN
11,14,img/4126.jpg,1663,127.0673,73.2388,32.4664,40.6939,143.272727272727,92.1818181818182,152.5,95.75,147,101.666666666667,NaN
11,14,img/683.jpg,9904,252.4659,135.0371,53.2045,65.0807,275.1,172.9,287.363636363636,179.727272727273,275.538461538462,185.461538461538,NaN
11,14,img/2576.jpg,3887,183.1861,63.1223,33.4855,42.018,201.363636363636,81.6363636363636,210.6,81,208.25,88.0833333333333,NaN
11,14,img/2255.jpg,7675,127.6318,72.3658,46.3003,57.5678,153.8,96.8,167.444444444444,99.1111111111111,161.538461538462,106.307692307692,NaN
11,14,img/1052.jpg,76,91,31,105,104,176.5,77,NaN,NaN,190,94,NaN
11,14,img/2479.jpg,2147,414.5451,77.3597,29.9592,37.1745,428.375,96.25,436.75,96,431.833333333333,101.416666666667,NaN
11,14,img/2694.jpg,10970,285.1704,99.0551,28.1557,39.2302,307.12,120.12,312.44,120.68,310.230769230769,126.230769230769,NaN
11,14,img/1113.jpg,4916,151.8024,39.0071,36.8666,47.3239,169.2,64.4,178.636363636364,64.4545454545455,173.181818181818,73,NaN
11,14,img/395.jpg,2175,277,376.1334,43.8157,35.3068,310.375,387.125,NaN,NaN,316,391,NaN
11,14,img/1569.jpg,2799,328.7141,73.4111,60.8286,64.4806,NaN,NaN,340,106.4,333.916666666667,117.916666666667,NaN
11,14,img/3213.jpeg,9699,117.4936,113.5191,58.0128,63.4809,168.4,149.1,NaN,NaN,172.833333333333,158.75,NaN
11,14,img/2227.jpg,2778,262.4801,34.6976,58.093,69.2942,NaN,NaN,273.5,71.5,269.833333333333,81.5,NaN
11,14,img/402.jpg,9906,233.4499,49.1125,30.9874,42.9007,240.2,70.8,247.777777777778,70.2222222222222,243.3,77,NaN
11,14,img/1161.jpeg,9718,213.6419,8.5632,104.1242,106.2002,297.8,57.8,NaN,NaN,313.909090909091,74.6363636363636,NaN
11,14,img/1082.jpg,4584,354.7924,37.6164,58.0777,75.8922,379.272727272727,77.4545454545455,397,78.1,389.384615384615,89.3076923076923,NaN
11,14,img/1948.jpg,4111,294.387,49.9763,73.2141,85.593,NaN,NaN,316.7,96.7,312.727272727273,112.363636363636,NaN
11,14,img/2864.jpg,8964,227.243,160.3321,61.6338,78.3278,268.888888888889,204.333333333333,278.125,209.875,272.230769230769,218.923076923077,NaN
11,14,img/61291.JPG,34833,301.0007,86.6148,58.4266,74.4805,320.6,124.8,340.2,121.4,332.8,136.4,NaN
11,14,img/2062.jpg,8869,320.9158,97.6183,56.6366,60.9665,345.333333333333,148.666666666667,358,143.333333333333,356.333333333333,155,NaN
11,14,img/2558.jpg,1616,266.0624,21.7768,59.2497,65.5979,274.333333333333,52.6666666666667,286.5,51.7,278.230769230769,63.6153846153846,NaN
11,14,img/1792.jpg,3481,222.2125,8.5774,36.0145,45.3514,247.5,33.3,255.444444444444,31.5555555555556,252.545454545455,40.3636363636364,NaN
11,14,img/91.jpg,2728,240,61,25,37,243.6,78.3,251.363636363636,78.6363636363636,244.888888888889,84.4444444444444,NaN
11,14,img/3452.jpg,4581,86.648,38.8764,41.912,48.6248,94.2222222222222,61.8888888888889,104.2,61.6,97,68.9230769230769,NaN
11,14,img/849.jpg,3897,196.5967,2.1326,85.3996,88.1541,NaN,NaN,215.888888888889,48.7777777777778,211.461538461538,64.3846153846154,NaN
11,14,img/4733.jpg,2656,242.7013,52.9508,39.176,47.705,261.666666666667,78,272,77.5555555555556,268.5,84.75,NaN
11,14,img/2129.jpg,298,72.5882,43.647,44.4907,55.4535,79.4,70.5,90.7,69.6,84,79.6153846153846,NaN
11,14,img/3616.jpg,2746,241.032,51.1496,34.631,37.7215,252.5,71.6,260.8,70.6,257.153846153846,77.6923076923077,NaN
11,14,img/3184.jpg,3631,328.1727,15.7384,58.9773,69.5163,NaN,NaN,342.2,53.2,337.307692307692,64.6923076923077,NaN
11,14,img/5105.jpg,10816,188.5333,59.5139,26.1994,36.585,199.9,78.6,207.272727272727,78,203.636363636364,84.0909090909091,NaN
11,14,img/27.jpg,3896,354.3943,76.0198,49.3671,53.4073,NaN,NaN,368.4,99.5,363.384615384615,109,NaN
11,14,img/1354.jpg,4585,105.9917,299.3974,46.8123,56.2665,126.111111111111,326.222222222222,140.181818181818,326.545454545455,133.4,336.3,NaN
11,14,img/4179.jpg,3885,159.0654,107.4122,50.3913,49.9975,201,131.4,NaN,NaN,205.333333333333,140.111111111111,NaN
11,14,img/3590.jpg,3565,255.8771,45.1337,80.4916,89.3433,274.1,88.4,295.3,83.6,286,101.083333333333,NaN
11,14,img/4459.jpg,2160,91.8091,14.7872,32.323,36.7096,108.909090909091,34.0909090909091,115.666666666667,33.8888888888889,112.083333333333,40.25,NaN
11,14,img/1891.jpg,3633,297.2563,80.715,41.9321,45.9244,306.833333333333,104.416666666667,314.777777777778,109.555555555556,305.846153846154,114.538461538462,NaN
11,14,img/1382.jpg,2913,253.1578,83.4723,60.668,68.9861,NaN,NaN,265,118.454545454545,260.9,131.4,NaN
11,14,img/3781.jpg,3130,300.0884,35.9583,60.8495,73.3482,324.9,73.9,344.181818181818,70.4545454545455,337.461538461538,83.5384615384615,NaN
11,14,img/3841.jpg,112,222.4792,53.3268,59.748,72.9469,238.7,90.4,256.6,88.5,248.25,101.333333333333,NaN
11,14,img/3987.jpg,11221,330.0262,49.4869,53.4607,67.0262,347.545454545455,86.5454545454545,362.777777777778,82,358.076923076923,95.0769230769231,NaN
